tweets,target
"I love me some morning  Joe, this man know je need to run for public  office,  i get up EVERY  morning  to watch this show and way to early....i love both shows!! They speak the truth.",1
Lindsey Graham is such a cry baby this man is being worked by other forces and get this wimp out of political mainstream .,0
Yes..and he is right in regards to almost half the country,1
"He’s the worst person in the senate and embarrassing to the USA, What a joke ",0
 @hattiem.7966  yeah hes responsible for that too.,1
" @user-jr5mg4tf3l  I'm  no historian, but the aspiration of some folks to return to the 10th century bce Zion in the old testament is something to consider when looking at the  fighting, war, and destruction in Gaza.",1
 @hattiem.7966 He’s needs to be held accountable for his failure on October 7 as well,0
" @peterlindberg1678  Nobody is denying that it took a long time for IDF to react on the 7/10 to what was happening, but as far as warnings go, I would guess they come in quite frequently. How all the weapons were smuggled into Gaza (from Egypt, as it seems) is another question. When it comes to the moniker that “Israel created Hamas”, that is completely disingenuous. At one point a cleric whom Israel thought they could communicate with, was sponsored. He later became radicalised and was one of the  founders of Hamas. Just a little reminder, not many years ago, Israel traded ONE soldier against 1000 Palestinian prisoners, in a swap. Are you for real thinking that Netanyahu (I’m not a fan by the way) was instrumental to the biggest massacre of Jews since the 2nd world war???",1
" @TheBeautifulWindsofAragon  I leave that as an open possibility, to some extent or another, Yes, although I am saying for sure he is..

But there cannot be any doubt that he would not be too concerned of the sanctity of life at this point..",1
 @peterlindberg1678  my answer was taken away as often happens if you are leaning pro Israel. Go figure. Check out what the leader of Hamas said the other day regarding the sanctity of life. Do you know what Hamas is about?,0
" @peterlindberg1678  No, I do not, but one thing, what do you think Israel should have done after 7/10? It is easy to be kumbaja and wish peace for the world.",1
" @TheBeautifulWindsofAragon  is it easy ""to be kumbaja and wish peace upon the world""? That is not what I find when I look at the world.. If it was that easy we might not have any problems ☝️

There are lots of problems in a world infested with economic structures inherited from a colonial world, cultural and religious dogmas and less than successful means of communication camps in between.. 

Israel/palestine is in the heart of the center of much of this, and sadly Israel is serving as a military base of the us (in a very wide sense) 

No, I don't have any solution, if any that would be to create an open source/free speech/user owned social media platform.. 

Communication is key, unless we let wars dictate. 

Most central I believe is to see what really is governing the world; Money; and to see what that really boils down to; Dept.

The more we communicate, the less the ignorence, the less we are guided by fear. Let me be naive and wish for more people to wish for peace and be kumbaja (whatever that means)

Of course I don't have the answer, but the more you see 7/10 as an isolated incident, the worse

I am fully aware that this answer might sound a little ""too kumbaja"" for you, but let me finish by saying; try to avoid corporate news, be very careful not to limit yourself to information of which you already believe, and make sure to listen to those who possess intellectual honesty and curiosity, and avoid those who hide behind labels and ""teams""

To finish this off I really would like to recommend "" Dept. The 5000 first years"" by David Graeber

It is not easy to wish for peace, to try to acknowledge that most people come from a good place but are struggling to see that place as a very limited perspective 

But my real answer would be; Amnesty, the cancellation of all Dept (and crime/punishment) That is how they used to fix the inbalances in the world in ancient times (& why interest is banned in all religions (as I understand it)

Peace",1
" @peterlindberg1678  Peace on you too, but how do you communicate with someone that wishes you dead?",0
Withdrawal from Afghanistan but not leave all the military equipment behind. US had months to prepare for it but Biden and administrations decided to leave everything behind,0
Exactly,1
Grandstanding and lying at the same time. The usual.,0
Exactly,1
"If the GOP was so concerned about protecting Israel, then why did they take so long to pass the aid packages?",0
"I bet Lindsey thought Trump ""negotiating"" the release of 5,000 Taliban prisoners so they could take over Afghanistan again was a good idea, too! Right, Lindsey?",1
HEY LINDSEY WHY DON'T YOU GO OVER THERE AND FIGHT! DO YOU SERIOUSLY THINK THAT YOU CAN HANDLE IT ❓ ,0
Please correct Lindsay’s comment about whose decision it was to abruptly leave Afghanistan.  That was Trump.  Biden inherited the agreement.,0
"'Does she really think we're that stupid?'
Yes, Miss Lindsey does.",0
"Newsflash for you, Joe.  Since Richard Nixon, almost every Republican thinks we're stupid.  They've just been more blatant about it lately.",0
Why isn't Lindsey in jail right now??,1
"The Great Heart of America not dead yet, but close enough.",1
...Ole pretzel dough spine - a sad version of the Pillsbury dough boy ,0
He wants to be dictator and was willing to help Hamas to get it.,1
And they have good reason to think we're stupid. If we were smart we wouldn't have voted for them in the first place.,1
